iban,code_client,valorisation_en_cents
FR0630004253455717090363201,TD0411993,-19432
FR7930004368570018650309001,HE4841280,42557
FR5730004686118047841555400,JS5909762,568142
FR8430004859193336535224001,XL3923126,48057
FR0130004806917846801596400,VU8026992,-15342
FR6530004097698855115915601,TG0385884,33070
FR6330004626037310530422100,TG0385884,-319465
FR0930004026737504343713101,PF2560560,150498
FR3130004837548603670847700,PF2560560,-54644
FR4330004382070860142590301,PF2560560,43833
FR6430004728020502547124201,HV5665750,10550
FR2930004325278096875443500,HV5665750,291561
FR9630004523634705829248100,HV5665750,-44084
FR1530004015137912009775901,HV5665750,34274
FR0130004806919951852402200,HF1736950,13393
FR6530004097693028513128001,HF1736950,37015
FR8330004585436422556451000,HZ3492309,4979
FR8730004631259998979967901,KB1226738,-92899
FR8830004949591835118177900,KB1226738,40669
FR8330004585435438853190800,AH9482566,917769
FR7730004819801687147732201,AH9482566,131144
FR2430004936096208510492700,AH9482566,27054
FR3230004069060588852008700,AH9482566,-93275
FR2430004936091189072505101,CE7091362,541395
FR0930004026738312801066801,CE7091362,186032
FR0230004773806675286835701,SQ2841166,170755
FR3630004480696763435668900,SS6094262,-72767
FR2730004292404715718042900,SS6094262,-193784
FR3730004331942197622622901,GJ0606433,-150591
FR1030004118997548148998500,GJ0606433,96888
FR4430004558784138569856700,DU4982348,41752
FR8230004020509328720826001,IG1097785,109291
FR8230004329019501216525901,IG1097785,80030
FR7930004368578729641488500,YV4342975,-258478
FR3330004526302722135025501,KW1849307,77846
FR6230004141844608004763300,KW1849307,-8032
FR1630004461765214374122200,EQ1728131,34056
FR2030004675326187283917000,EQ1728131,15526
FR2530004434029093200329501,FE0820785,146293
FR9830004333592813596335700,FE0820785,27323
FR9630004448694501973740101,FE0820785,-459203
FR8630004423874187272307701,FE0820785,140606
FR2330004005446342650996600,BK9194099,-10788
FR1430004463153959351508101,FY8449194,1877
FR7330004801417650753057700,WB8147125,-190274
FR5430004089241057876064400,WB8147125,15710
FR7330004801419459190005501,SL0137143,105413
FR8430004859195762735857501,DV1109345,65923
FR1730004139900050498755600,IU0507075,114641
FR1230004112789775626864501,IU0507075,142178
FR6330004626036173441048401,JX2887721,32853
FR2330004005448866427922901,JX2887721,-5040
FR6530004039887741041171600,ZQ1730479,7623
FR1130004070166686400534301,VK1856161,51829
FR4930004919160551583079800,CB0150135,49601
FR6330004560357799892117800,CB0150135,38097
FR3530004209104912700686201,ZD4175020,26223
FR9030004551754020917754901,ZD4175020,178190
FR1730004139901459892474900,ZD4175020,957377
FR8830004374360112598820801,FM2177947,136141
FR1630004461765302323322600,AF6832178,143354
FR2430004483097484688206300,AF6832178,-72624
FR1630004599420535707397300,HL2351008,-55415
FR1030004118997411804117901,IQ1134823,-94216
FR1130004574849945185602100,IQ1134823,51864
FR1630004461769677186967401,QB4511237,48135
FR7530004820882493125680200,TK8642470,-337719
FR4030004335015074999454801,TK8642470,-13500
FR1930004101576905058690100,TK8642470,103967
FR7030004893740754555817000,TK8642470,25505
FR8630004423874837649394701,OP2913330,-8598
FR8730004625913532008901800,OP2913330,56362
FR1630004461764797512612101,ZR3161509,10302
FR5530004368813735152229200,ZR3161509,107868
FR8930004211195603702133201,FQ5285940,31369
FR3430004044304400035967001,FQ5285940,12458
FR5430004089249170231432900,IC5071795,89119
FR6730004392708782936189500,GS3300792,717657
FR1230004350562746757383401,BK9047250,1592
FR2930004854170352659484901,BK9047250,-426840
FR7230004193737939422285800,NZ9941029,38429
FR9030004132611940574496801,KO7767231,64238
FR3330004450767003262223501,QO0739167,180290
FR4830004211793056078462700,QO0739167,857833
FR6930004681610665563402000,BU5879029,-42188
FR2730004088321382175134900,GQ9837836,-128468
FR7530004129458852394334901,ZK8301421,40745
FR4530004620430935927880001,DR3608818,132946
FR9330004175802676737743800,IE2784775,26478
FR8230004020509792076445200,AW2994320,63704
FR5030004282914329517067700,AW2994320,-51962
FR7330004576453365287264201,NL1947332,810
FR4730004749482687968161500,NL1947332,15907
FR6430004728027076666564500,NL1947332,-5473
FR7130004111568003360970700,NL1947332,-54640
FR1330004830258957426578900,GQ3727231,-364263
FR0530004870155388448593600,GQ3727231,5676
FR6530004039883924519989601,IS9641753,5124
FR6230004141844185991604600,IS9641753,-73706
FR4630004553934371734621601,IS9641753,18097
FR0330004001944540503232701,JP2985369,42058
FR2730004088322245234942700,JP2985369,82710
FR2230004916331359740907000,JP2985369,-39855
FR8230004305126526011812100,NO1778253,-260005
FR7330004801419195106588600,LO9661362,33018
FR1130004574841628029238701,NF6932797,47873
FR4630004174320141974193900,AY2985920,-469932
FR9830004333592019476762400,PX3757356,26401
FR1530004383461571716509800,LI7475635,12450
FR9830004359734898023998101,LI7475635,303668
FR0930004412674702026882300,TF8693569,7371
FR1730004139901206581914101,QH6409033,6964395
FR1030004236747619872356000,WZ2193480,-31380
FR3130004837545351637946600,WZ2193480,28962
FR0530004870157264343531800,WZ2193480,16811
FR3730004072191223122566301,FB8598407,887273
FR1630004599428116590875400,OU5838724,119113
FR1330004830258871871337801,OU5838724,95582
FR7530004820883363259706100,OU5838724,33030
FR2730004088322485576511101,OU5838724,37884
FR8930004211197301779625800,PH9097445,-79108
FR7830004343652446295088601,PH9097445,23315
FR0030004974758924434551401,KC4302115,-85217
FR9330004747691179087137401,KC4302115,6063
FR0430004916206886273120801,EF5587507,443734
FR7330004866603433111590801,EF5587507,42515
FR6230004888358982371594201,ZO3641915,36401
FR2430004913065815479512600,ZO3641915,-181858
FR6130004475981944278951201,WO7139024,34275
FR6530004779535914267963100,YB6399402,-34268
FR0830004072227310254182900,AO1892336,42695
FR9430004405566539572724901,TU6809541,46049
FR0430004431252815807386500,PC0233749,27526
FR9030004566772075894907301,PC0233749,33468
FR4730004749483613273012300,PC0233749,188855
FR0930004412673150646512800,PC0233749,46296
FR8630004853350857126756300,PC0233749,7921
FR1130004574841946102609301,FJ6317498,113260
FR6430004728023062528024301,FJ6317498,-262515
FR9630004448691496374516001,OS7073158,270020
FR4030004335019856723719300,OS7073158,957597
FR8730004567282143310193300,PN3969588,47406
FR1630004461761725959848900,DF7236586,6883
FR8230004851250521628757700,FR5440084,73404
FR0030004974757676371978901,FR5440084,51946
FR8530004972743102683516701,AA1502916,15809
FR1030004072902917081460501,AA1502916,-50717
FR1230004610233169410908401,HE5036640,182514
FR6230004141840224589851500,HE5036640,156849
FR0730004150145308630781900,UO0200619,112703
FR7530004964108677640908100,KC1416406,199317
FR3630004053092062311036300,KC1416406,910258
FR8530004079608741096502901,OE4766556,239257
FR7130004648268299256450600,UN2355768,45687
FR6330004071864585130100400,DR9766937,-167037
FR3630004480694463911724500,DR9766937,-62246
FR6030004733851654726580400,HQ3173032,49074
FR7930004630271978251080500,HQ3173032,26161
FR0630004253455002310894201,KI5813935,39026
FR0730004128692999184653500,KI5813935,-71092
FR7130004111561172633612100,KI5813935,-75197
FR3630004469579724296613200,KE6638577,40080
FR3630004469573016330367400,TP7935488,47260
FR4530004620434002160471101,BL0022896,33241
FR7030004094589918513178701,JO1291765,635328
FR1130004574847983856697500,AA8647634,32079
FR0230004898840494487633701,LL0558024,26818
FR0330004307746110302229701,LL0558024,251787
FR3930004121367780653792800,FG1874976,30489
FR5530004286818324317538500,FG1874976,41425
FR6230004888356151619898100,FG1874976,26888
FR0230004898842161292427101,FG1874976,378496
FR3730004331948326893793301,DF8326056,21243
FR9830004359736281989634700,DF8326056,157594
FR7830004343658043870706800,GC4963577,893230
FR5930004298158357610601800,SN0413908,197590
FR8830004107904806126527701,SN0413908,21433
FR0230004773803680669484001,DQ9440357,164483
FR3130004837542254455037501,QO9445404,-416726
FR0930004412678263201801501,QW5483373,102756
FR6230004141845478140169501,QW5483373,66827
FR5930004284459981400385000,CM7589242,2204
FR8930004211196195991719700,CM7589242,35828
FR4030004994422496266314401,LU4359355,152945
FR5930004284455105049758900,YE8629142,-98747
FR0130004806917436157529701,YE8629142,778186
FR1330004443519869970486301,AD9054868,-36813
FR2430004913063123292918501,AD9054868,63074
FR9630004728773235558944900,WG5122518,-33530
FR7030004094586554776944100,RF0649253,10741
FR1930004491980092810245200,WR7798851,-33129
FR6230004213093489515589501,WR7798851,554575
FR1430004463155295267837101,ZV0500327,3424
FR3430004427366172612737400,ND2566784,17438
FR6030004583049041017367901,ND2566784,936660
FR1130004708643892509892201,ND2566784,2580
FR0430004196564359379192601,HG2377818,271614
FR3130004837549880882964800,HG2377818,-80472
FR7530004232458135339021001,MK0859603,54475
FR1230004610239728242143701,MK0859603,225857
FR1430004243329356511616000,BM3202846,28842
FR2030004531842168603305301,BM3202846,-16832
FR9830004016240589835316401,BM3202846,36060
FR7030004094581478423117101,WK0876299,-70036
FR3730004249694318923399201,WK0876299,23334
FR7330004801416350532588800,OQ9013964,1836
FR1730004391191701782134401,OQ9013964,20712
FR8530004972746389449399301,CT8903919,148819
FR1630004599428358868851301,CT8903919,-21702
FR0230004773805961362737300,CT8903919,25771
FR4730004705808842134384501,CT8903919,127303
FR3430004044305643782430200,RP7119864,11759
FR6030004367592392293268401,RP7119864,-48307
FR9530004101670181302333400,WW1932889,187204
FR3830004809422427939467200,WW1932889,-54768
FR8630004423870178386781700,YS4064567,169157
FR8930004640209612329934300,YS4064567,4329
FR5530004286818363433836200,QZ4184987,3538494
FR7530004820885070275326100,JI4528224,18998
FR6530004779539627385661601,JI4528224,20899
FR9030004566773090736189900,AT6454821,-92729
FR1330004162200499258244301,DM5805841,16339
FR1730004710518921748932700,DM5805841,23172
FR9830004359731038039719200,DM5805841,17276
FR2330004885648934625093200,TV3376833,-298895
FR1530004383468698955226600,QI9085481,124692
FR4430004558787141583401800,LG6101047,-30121
FR4930004919169642205057600,AZ0754615,34537
FR9230004357602233917629600,AZ0754615,-43241
FR4330004382076682354186500,AZ0754615,49743
FR9330004747698235111301801,AZ0754615,-387977
FR8230004329014426457831001,GF0422856,108846
FR2430004936095816098769501,PQ0323758,-69307
FR4530004620432365205226101,PQ0323758,35305
FR8730004567282786795616700,PQ0323758,23737
FR1530004015132653499135400,KB3793483,1058
FR7930004809137224860710601,KB3793483,13892
FR1330004851310152428020100,ZI2070423,-314438
FR8930004739131891625326700,XC7049084,3866
FR5030004282918368269397001,FX9831281,770197
FR9830004359731826115197801,QH6001312,374291
FR1630004461760828082975300,XI9561007,16593
FR3430004044301686077986101,QJ1891686,99908
FR7130004111566705780231001,GR5586072,15439
FR0730004128694665226107200,EU1741473,41226
FR1230004112788650090366300,PC0986113,31034
FR7830004343658490806959501,PC0986113,40082
FR3730004331946090023093600,BH0295862,468000
FR7630004038529720622353600,BH0295862,-416959
FR7130004648269334641981901,BH0295862,22534
FR1730004615203982452453701,AT2529982,4360
FR9230004357605767590809801,DR8301496,-97077
FR9630004523631846233882101,WW0516462,930
FR7930004809130463799158801,BY6842114,714127
FR0930004227832885427231300,WP6564461,42245
FR0330004307742875054414300,WP6564461,12709
FR9430004319075027584878401,HV6136332,30510
FR1730004139903111440944601,HV6136332,11947
FR1630004994630603920906601,HV6136332,44684
FR9230004399788319116397900,HV6136332,27410
FR4030004994422812310300901,HV6136332,699238
FR2730004088323139012685600,FR8193148,-446087
FR1330004851313990364023500,FR8193148,-207387
FR4730004749486061476799301,KH0948771,99326
FR8930004739137419772001401,KH0948771,-140084
FR1530004383463759135806400,MD6200661,10523
FR4230004671640636629142201,HX0765142,102615
FR3030004068624722528750301,HX0765142,24388
FR9630004726817192207699901,SC4713131,143672
FR9330004747696490766389000,NZ7298142,161757
FR3730004249691858043257800,NZ7298142,14784
FR8230004851255801072395900,HB6959774,102681
FR9030004566771666665505600,SR5010830,11416
FR2930004299804720837837601,SR5010830,-353466
FR0430004916209331357681500,SR5010830,-314968
FR6330004560354252833514001,DY7304819,26439
FR1730004391190763014555200,RG2783959,3560
FR1030004236749724057965601,RG2783959,32073
FR1530004695942497647793901,XG3289697,-4442
FR1230004610230523116352800,XG3289697,24424
FR3330004450764693169339100,UE9069282,146971
FR2230004916339743261004200,UE9069282,447641
FR6530004039885548996896400,TF7806463,-26275
FR0330004001944959992264500,TF7806463,760273
FR7930004368571276718235100,RB5696985,33492
FR5530004286811235383284301,QS7080599,182432
FR1230004610230433307215900,QS7080599,101444
FR3730004072197329886514600,TL7300892,-69088
FR1330004830252813543222001,TL7300892,-91687
FR4830004028703145806562001,TL7300892,-4379
FR5530004286810955237318001,VF8981008,-62933
FR9630004523636223056775501,VF8981008,77141
FR1930004101576375201494201,VF8981008,47725
FR2530004434028408477070701,VF8981008,38305
FR6730004992472650659776901,RX3129948,94418
FR2230004916332261587071200,NA2870715,44834
FR4430004558787925381350800,NA2870715,-25905
FR1130004708644404539369401,LJ4767949,34265
FR8830004374366592259839500,KF9997330,11009
FR1430004463159263669051500,AN8155953,12647
FR6330004626030167014414500,AN8155953,11062
FR6130004083937037159843900,AN8155953,30441
FR2930004299807802729425401,KT4379589,17984
FR5530004286811978418419400,QO7462681,138874
FR1330004851311432514043900,QO7462681,94456
FR6930004548468653071607600,QO7462681,115237
FR4930004919163501640182300,QO7462681,-23590
FR4730004705800083129422000,QO7462681,196201
FR9830004333595652818835600,EQ3256587,43529
FR8230004851257751094215800,DM1564383,-181614
FR3730004249697442140047500,DM1564383,686178
FR4430004480542948854654601,BG8080120,116230
FR5030004282915491215641300,BG8080120,35842
FR6530004097699059196371401,BG8080120,17382
FR4730004783989049506798200,VW1159431,196269
FR9030004566773994282039500,VW1159431,-401397
FR2330004885648440934437701,RX5194266,-48048
FR7230004634681022726082500,NU3571572,-34992
FR6030004583047601233846300,UE7505393,31683
FR8230004329013227310290500,UE7505393,49006
FR0130004806919288722253501,GL4957976,379092
FR3830004809421840929440301,GL4957976,9198
FR4330004382071676939651900,GL4957976,192435
FR4730004783983411963961400,KX5604613,102177
FR1330004443510892423518401,WL2350145,-18232
FR1630004994634362292319701,WL2350145,-379048
FR8630004853353801709718901,WL2350145,580723
FR1230004821929743605983501,RT9756187,-167678
FR2930004325271015250313700,RT9756187,192654
FR9030004566777112413954500,CS0946943,-21207
FR4230004033851323275558501,ZA8717777,-48215
FR1030004072903822635435301,ZA8717777,-486987
FR2930004325278218905436300,ZA8717777,59437
FR1030004236745335955637600,YT0121205,28009
FR6330004071861818916943201,YT0121205,85162
FR5530004286811994880483501,YT0121205,493059
FR8930004640206579546206600,PE5905270,952251
FR1330004830256663448368101,PE5905270,-405881
FR9030004551756648899885501,IF6958790,45169
FR4430004558788341219474601,IF6958790,44964
FR3730004249694767374097100,WC4973061,5703
FR7230004193730847994526700,WC4973061,-79627
FR8230004305126224268345401,AH4918101,215190
FR1730004391199683206035600,AH4918101,-33938
FR6330004560359431858844100,SE0573145,129858
FR9830004016242158492886600,SE0573145,49638
FR7030004893745445961468201,ZE3566046,-332447
FR3430004324325517127475500,ZE3566046,146097
FR8630004423872605575184200,ZE3566046,26272
FR6530004039885802595358700,YD4811608,-17338
FR3630004053093837030009000,FN4919084,-96560
FR9230004399785029555147401,FI3798693,293526
FR3630004053092850485636600,FI3798693,3858
FR7530004820880878127196700,MT6392233,-68943
FR7130004898533198400656401,MT6392233,15590
FR1030004236748750232952801,XJ1862770,14226
FR3330004526302761864135601,CY3047858,42085
FR0330004307744982156391400,CY3047858,26362
FR6330004626039479418780200,XR8543186,44134
FR7530004964101992459887600,XR8543186,-44613
FR4330004382070779426490001,XR8543186,-64663
FR3130004837543834408639800,DO4909779,46570
FR0930004858274284138676800,DO4909779,24946
FR6030004367592692208433901,DO4909779,25775
FR9630004726818058714772200,AE9734680,7010
FR1430004243320365769677901,AE9734680,116223
FR9830004359732349043324100,II5626133,-256171
FR8330004585433457364933800,II5626133,-77443
FR3330004450767476851193000,ZF7195206,49924
FR6530004039882788234646500,ZF7195206,48464
FR0230004773806807563770400,ZF7195206,-79652
FR6730004392708095741451700,ZF7195206,19452
FR1230004610238164598787800,ZF7195206,95332
FR2530004434023399368277501,MP6711366,183252
FR9230004591404978516283700,MP6711366,7895
FR0730004150144143492807300,FM6238157,144213
FR4230004671649226595887500,FM6238157,91044
FR3230004069061082837258601,WN2446864,104550
FR8230004020506498119430200,WN2446864,14755
FR6130004083931659529780900,WN2446864,30980
FR5230004624448809061474700,LG9416995,-53795
FR6530004097690749821729200,LG9416995,35387
FR1430004463152144055454201,KI7553908,-72673
FR6030004733855322542869800,QY0208005,168307
FR0430004916204530887326401,HW3652920,23111
FR6930004681612060351393500,DF4601808,-44828
FR3530004209107523247113901,ND5062826,105431
FR8230004329015103599092100,ND5062826,19742
FR3730004249697865869654500,VQ8534744,16816
FR6030004583044992551520701,VQ8534744,37859
FR1030004118997411343428700,VQ8534744,14612
FR8830004374360771769760601,DP9047004,-19341
FR3730004331657533920593001,DP9047004,26074
FR9330004175800177505522500,SH5274939,-21556
FR5430004302376388049388600,DE4186921,5458
FR4230004033854225694028700,XP7380464,36369
FR3730004331946197032865401,XP7380464,134842
FR2330004005448255461729800,XP7380464,-110011
FR2430004483095006918769800,XP7380464,2359
FR0430004916206876027830701,CS9780691,-113062
FR1230004821926763495838801,HG4888352,11922
FR5530004960689641157363501,HG4888352,3159
FR0430004196567612711645601,GS2289615,-29960
FR9230004357606097511852900,GS2289615,87656
FR7030004094586218800264200,NF5756441,149192
FR1730004391197402284802200,GQ1392051,-76842
FR8730004625913881190208700,NL8706745,766200
FR1330004162200314964731300,NQ2800142,822946
FR0930004858271792090152800,HT5623499,309282
FR7930004809139456556231901,HT5623499,439308
FR1730004615207076153917501,HY6762520,25247
FR4830004028705089624037701,JK9548482,42728
FR4630004553930615308123500,JK9548482,-83007
FR6130004083933077554635701,XM2705328,160340
FR0930004412676762166580100,XM2705328,644184
FR3630004053097536693917801,KV8363331,-434512
FR6230004213097665309744401,KV8363331,-26814
FR7930004612837737096218701,VG7126963,30701
FR6030004367598506852286600,YG9692137,-36676
FR6730004392701585502078101,UP5770027,697287
FR5930004284459967824272400,HJ9744531,-438423
FR9230004591406121525594400,HJ9744531,22695
FR2930004299803204873834501,HJ9744531,16264
FR2430004936095290835812501,FH6671211,42478
FR9630004523632351799658301,AU9887683,155547
FR4630004174326626599290900,AU9887683,173982
FR9630004448695955783241900,FP7191064,616776
FR9230004357603442165906600,FP7191064,199539
FR3230004069068809756263800,OR3188217,14736
FR5930004284454505267777801,JS8431380,346710
FR7130004111565061178129701,JS8431380,-30116
FR8830004374361398079869101,AL0735715,30840
FR5530004368817615401254201,HX5737978,-13897
FR0230004898844562190001600,AD7410135,170246
FR8530004972747776006551201,HA2069048,44941
FR1230004350560686806044901,TC5000047,190780
FR9030004566775700131196001,FC0401161,76614
FR6330004626035106653229901,LN3910085,149260
FR8330004585437625314536800,WY3741810,220438
FR8730004625914507767248301,WY3741810,18944
FR9230004399781386035350800,ON4514515,49238
FR3730004249697856194485200,WE9337816,388171
FR1130004708642335566542701,WE9337816,44204
FR1230004610237335673337700,SH4158083,28808
FR1030004118991673386591701,HZ3385766,17711
FR1930004101572500649760100,HZ3385766,656470
FR9430004405563460872403800,PA3237929,15428
FR2030004675323836034994800,SN6930763,53588
FR6230004213091016799496700,SN6930763,-31923
FR7030004094582581889355601,IK9916360,46497
FR6230004213094780084091300,HJ3902185,-21246
FR6130004291642865743993601,HJ3902185,-263488
FR7530004964106862277388201,WO2281478,19393
FR9030004566778407416329401,XX4329287,-229878
FR8730004567284066335942801,XX4329287,205300
FR1030004118991576425756701,IA9380903,103062
FR1130004708642378335935800,IA9380903,12135
FR6530004779535251247323701,TZ1664029,-270981
FR7030004094589211474746001,TZ1664029,79531
FR5530004960683995969106401,TZ1664029,42968
FR4730004783986032544875800,TZ1664029,33659
FR1630004599426292563235701,TZ1664029,-84375
FR3330004450760919438353800,NM5258188,-62845
FR9630004448699002250234501,FW1286500,54011
FR7530004964103520262203300,FW1286500,-419588
FR6230004141840786053488501,DA9066375,27321
FR0930004919737589628792701,FJ7887689,635
FR1130004070162378031699500,FJ7887689,-83414
FR1230004112783183478447501,CB6177742,-70810
FR1730004710511481681813301,CB6177742,56636
FR4330004093105651247511300,CB6177742,25326
FR1330004851313633712857400,CB6177742,-78600
FR5430004302374114039128701,KQ2607437,70481
FR3130004837540086043747800,KQ2607437,39345
FR3430004427363798703637801,HQ1684559,41521
FR3430004324322914634561600,HQ1684559,45101
FR7930004809139240563383701,HQ1684559,16881
FR9230004357608852088018801,SG2809240,3458
FR4330004382075974455322401,HM6214013,-425438
FR1830004114907215614870700,HM6214013,339408
FR6930004681613967167007501,HM6214013,12587
FR7330004866603075801062701,YF5393803,27099
FR3130004837546197339335600,YF5393803,86040
FR3130004837544526812636401,AQ0384552,19792
FR8930004640201419852923400,AQ0384552,-328626
FR2530004434023491736358200,OU2446553,43686
FR5430004089247534017919201,WX5963588,33012
FR9430004405562922679111900,YR0606278,26579
FR1330004851316560971586901,YR0606278,36372
FR0630004253457673175619600,YR0606278,8399
FR5430004692893087584261900,IU0745495,57320
FR8230004329018836621032800,VB0647990,-17573
FR1030004118996546049151800,VB0647990,35406
FR4330004093109550230232301,YR9856158,150225
FR7230004193733869432737000,ED8315703,5252
FR3830004809424090025715300,ED8315703,19315
FR5030004282915462169338500,ED8315703,17033
FR6530004779534549838640501,SU2666775,-265973
FR6030004733850039007792101,DF7807807,480186
FR9330004175802394768734701,ZK6213027,756
FR6230004888355730886122400,ZK6213027,136102
FR6430004728028526784713201,ZK6213027,43147
FR5430004964679096426617400,ZK6213027,12184
FR0930004412678120080677201,ID3321615,30135
FR1730004773347805425581701,ID3321615,88026
FR9030004810289641475648200,YX4738083,41763
FR7630004038526312321276201,SS5230909,953835
FR6430004539111648113877000,KS0052337,192719
FR9230004591403177167395901,KS0052337,121678
FR7330004576454288588513200,KS0052337,18579
FR6330004626036647659683800,KS0052337,36891
FR7730004733895542567398200,KS0052337,19974
FR0330004035234650150821200,VI3480810,-424467
FR6930004548464322237608500,FW2895855,6958
FR6030004583046245136781101,FW2895855,40268
FR6030004733851558818837500,BO9728973,-401404
FR2430004936090661718625900,BO9728973,-141969
FR8830004374360554633996600,BO9728973,42055
FR0730004108772710662635801,EK0633452,89289
FR7230004078535935095668101,NA4308049,48430
FR5430004302370102645468501,JN7469797,-471062
FR0330004363057237043533500,WJ1605599,52002
FR1030004072907070011841500,WJ1605599,7670
FR4330004093105271895513601,TM6414704,-429462
FR1430004463158772241914800,TM6414704,30538
FR4830004028708722554640801,XS4053353,-211315
FR9530004777950980304867600,AQ4808253,44003
FR3430004427362185859611600,AQ4808253,-97123
FR1930004491982059800623501,MK7548711,-423268
FR7030004094581621084760001,MK7548711,6584
FR0330004307747066408461201,HT3249821,-18804
FR1230004610237594268895901,BL5759000,19503
FR3130004753686535909130500,BL5759000,85102
FR4830004028708252661923401,SQ5860285,696143
FR4130004639379904827369501,VU9728754,199066
FR0630004253459889064560400,VU9728754,3090
FR8730004567286561292922300,FF7526328,3789
FR9030004551755596666750001,FF7526328,-476739
FR9030004551754367022091200,XV3048876,-47966
FR9330004175808975899536201,DG7934518,150347
FR1730004710515802013906400,DG7934518,-85890
FR2030004675322260554539401,PP4487158,49374
FR9830004359737409443103700,QG0590806,-223665
FR9330004747695172030497800,QG0590806,11438
FR7330004866606842653398701,ED8406609,-2560
FR0930004412671137142339400,FI9104445,-91888
FR6130004475985491327578801,VM2711268,915040
FR9830004016247362780175101,UP4126666,38467
FR2930004325271513712348501,UP4126666,166054
FR8830004374367992773139500,GD6337948,-351087
FR9030004810284411165348301,GD6337948,122178
FR8630004423871219932056700,XY6655351,-340822
FR3930004121363463339316701,XY6655351,-44342
FR6930004548464595738216600,OQ4651298,128322
FR2530004515707377473767800,OQ4651298,-51999
FR9030004132613982848723701,DN9623553,418299
FR7230004193738652198441201,PG0365172,28121
FR1330004162205176268480001,PG0365172,-11692
FR7530004232457270400566200,IC5088143,38909
FR7730004819806806891613400,IC5088143,34117
FR1230004610235573560367301,IC5088143,122298
FR1330004830251377291310901,OF4333381,-53491
FR7230004193730841565021000,OF4333381,38471
FR7530004820883545349442701,VO6459859,16181
FR9530004101675509820800300,VO6459859,43663
FR2530004515709609168258801,VO6459859,2681
FR6530004097692335458727200,DT6772226,35947
FR9230004399783647876164100,SN8220136,10077
FR1730004710519908832737701,SN8220136,-373074
FR1530004015132617100223600,QH0417613,13429
FR7130004898534471824233701,QH0417613,6909
FR9530004777955797121935800,QH0417613,-64638
FR9830004016244980332934801,AC5384920,33662
FR4030004523515096810162001,HV7428151,4209
FR2430004936096940541445200,HV7428151,-424904
FR0130004806915729615714901,GX2009478,6859
FR3130004753682448018883500,CP1932043,35215
FR0430004431257698842565901,CP1932043,-70358
FR2930004325274488415260101,CP1932043,194084
FR5430004692896270619783301,CP1932043,135146
FR1230004350567380947857701,JO6560909,664502
FR1530004015130822046275100,JO6560909,8791
FR9530004777954094905803101,FU4281883,2831033
FR8230004851254852515523901,FU4281883,782852
FR7930004809134676267918800,AD0222052,28149
FR4730004783989522711111701,EV6904411,27824
FR7930004368572430678984600,EV6904411,-61392
FR9630004448693976959295501,EV6904411,1324
FR5730004686112241347846801,KG3766030,30876
FR5130004286449337625547700,KG3766030,16896
FR1530004695941020599549100,KG3766030,228993
FR5130004286442969132956801,ZY9910418,33634
FR6930004681619841329722201,ZY9910418,34266
FR9030004551751826455107601,JX5255314,34421
FR0230004898848956432550301,JX5255314,3809
FR1230004112785393210304801,BI7377510,38249
FR4830004211791741631931100,XK3757100,24789
FR1430004463157364775767001,XK3757100,9914
FR6530004039886950045360101,XK3757100,-4778
FR0930004227834183718583501,XP6995245,-80002
FR8530004079608503246804800,NF0292201,-39158
FR3830004809427876644764900,NF0292201,-97315
FR3930004121360169841139400,NF0292201,9486735
FR4030004523514534610520801,NF0292201,-355784
FR7130004648268392597046600,IO4818115,5839
FR5430004692891981171527800,IO4818115,-424770
FR7530004964107352457558701,RL9076440,-259834
FR6130004291643665942598700,RL9076440,4454
FR6330004626035187973641601,RL9076440,832559
FR6730004392708934042971400,RL9076440,45440
FR8230004851252958518995200,OD4249246,504288
FR8730004567288539667808000,NE9715524,-79062
FR4230004671642886521570601,RU5475984,7099
FR7530004129454836026861101,NJ0558910,623096
FR5730004686111912641250901,PS6338145,764525
FR1930004101574984817217201,AR4231385,31529
FR9530004101677982697610500,PV3713958,-18284
FR0730004128695732134566701,PV3713958,6198
FR8930004211197183590319100,FT1932950,9558963
FR5130004286445872113926001,FT1932950,188535
FR7330004576453622231863001,EE5695190,3361
FR6930004681616235046991600,SY3553909,-276298
FR7230004193733822873648500,SY3553909,461143
FR3030004068625755948105200,SY3553909,17735
FR0430004196560445306486901,GV1850704,28324
FR4630004553935623075929400,MX7019831,14634
FR8530004972749516351512701,MX7019831,28894
FR4430004558781075742403201,MX7019831,4568
FR8630004423873902434063001,MX7019831,45299
FR9030004810285516004487101,PR4743614,-70195
FR7930004809134154382577301,KN7007668,959413
FR1530004015136756513898301,KN7007668,21488
FR0430004916201249727768601,KN7007668,26733
FR0930004227834605627250401,KN7007668,27222
FR9230004357303389429421101,KN7007668,-384679
FR1730004615204064535165801,IE8483237,3458
FR6430004539110218071773100,IE8483237,-11853
FR7930004630271633850715201,IQ9833595,229447
FR7330004801411183917639001,IQ9833595,-174698
FR9430004405563617139332200,IQ9833595,42611
FR9030004132613008567554701,IQ9833595,861244
FR4130004639373526139093101,BE6882015,-406441
FR7930004630273024935672201,BE6882015,39297
FR9030004566774800892990501,BE6882015,184368
FR1230004610234938188586001,MT6390083,94421
FR3730004331943202147737100,CQ7634729,483362
FR2330004005448941134382301,CQ7634729,49389
FR5030004282915462393152000,MM6573120,176688
FR6030004367599678901895801,MM6573120,138373
FR5530004368818495839465500,TJ2963869,48326
FR8930004739132856001057001,TJ2963869,109857
FR7030004094586016403821901,ON1339367,36053
